;kingdom;supergroup;phylum;class;order;family;genus;species;Confidence
>ASV_2031;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;;;0.999902082
>ASV_2032;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;0.912599894
>ASV_2033;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;1
>ASV_2034;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-28;Dino-Group-II-Clade-28_X;Dino-Group-II-Clade-28_X_sp.;0.999999946
>ASV_2035;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.998898505
>ASV_2036;Eukaryota;Stramenopiles;Ochrophyta;Bolidophyceae;Parmales;Triparmaceae;Triparma;;0.999999955
>ASV_2037;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Cyrtophoria_1;Pithitidae;Pithites;Pithites_vorax;0.869423658
>ASV_2038;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Aglantha;Aglantha_digitale;0.848999475
>ASV_2039;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;1
>ASV_2040;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1_X;Dino-Group-I-Clade-1_X_sp.;0.999995498
>ASV_2041;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Tintinnida;TIN_07;Tintinnopsis_07;;0.999622207
>ASV_2042;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;Pseudo-nitzschia;Pseudo-nitzschia_granii;0.936510215
>ASV_2043;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.898124924
>ASV_2044;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-44;Dino-Group-II-Clade-44_X;Dino-Group-II-Clade-44_X_sp.;0.999992747
>ASV_2045;Eukaryota;Opisthokonta;Opisthokonta_X;Opisthokonta_XX;Opisthokonta_XXX;Opisthokonta_XXXX;Opisthokonta_XXXXX;Opisthokonta_XXXXX_sp.;0.999899899
>ASV_2046;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;;;;0.885670383
>ASV_2047;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;;0.705518195
>ASV_2048;Eukaryota;Opisthokonta;;;;;;;0.989383014
>ASV_2049;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-17;Dino-Group-II-Clade-17_X;Dino-Group-II-Clade-17_X_sp.;0.99761874
>ASV_2050;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;;;0.905072209
>ASV_2051;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.963949977
>ASV_2052;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-4;Amoebophrya;Amoebophrya_ceratii;0.999610813
>ASV_2053;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.739248563
>ASV_2054;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;;;0.999741396
>ASV_2055;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Araphid-pennate;Fragilaria;Fragilaria_sp.;0.999895268
>ASV_2056;Eukaryota;Stramenopiles;Sagenista;MAST-9;MAST-9A;MAST-9A_X;MAST-9A_XX;MAST-9A_XX_sp.;0.970442662
>ASV_2057;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus_tauri;0.980498735
>ASV_2058;Eukaryota;Alveolata;Ciliophora;;;;;;0.888529054
>ASV_2059;Eukaryota;Stramenopiles;;;;;;;0.9268749
>ASV_2060;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Chaetoceros;;0.999999997
>ASV_2061;Eukaryota;;;;;;;;1
>ASV_2062;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Filosa-Imbricatea_X;Novel-clade-2;Novel-clade-2_X;Novel-clade-2_X_sp.;0.999971203
>ASV_2063;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.906169117
>ASV_2064;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1_X;Dino-Group-I-Clade-1_X_sp.;0.999984086
>ASV_2065;Eukaryota;Stramenopiles;;;;;;;0.985662362
>ASV_2066;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.995271264
>ASV_2067;Eukaryota;;;;;;;;1
>ASV_2068;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-C;Dinobryon;Dinobryon_faculiferum;0.767679163
>ASV_2069;Eukaryota;Rhizaria;Radiolaria;RAD-B;RAD-B_X;RAD-B-Group-II;RAD-B-Group-II_X;RAD-B-Group-II_X_sp.;0.998445652
>ASV_2070;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-47;Dino-Group-II-Clade-47_X;Dino-Group-II-Clade-47_X_sp.;0.919737914
>ASV_2071;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.726653906
>ASV_2072;Eukaryota;Hacrobia;Centroheliozoa;Centroheliozoa_X;Pterocystida;;;;0.998096432
>ASV_2073;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999967584
>ASV_2074;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11;Dino-Group-II-Clade-10-and-11_X;Dino-Group-II-Clade-10-and-11_X_sp.;0.999425051
>ASV_2075;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;;;0.998524778
>ASV_2076;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.913834472
>ASV_2077;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;;;;0.937037887
>ASV_2078;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;;;;;0.999993888
>ASV_2079;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Tintinnida;TIN_09;Tintinnopsis_09;;0.999715113
>ASV_2080;Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Goniomonadales;Goniomonadales_X;Goniomonadales_XX;Goniomonadales_XX_sp.;0.999893862
>ASV_2081;Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Falcomonas;Falcomonas_sp.;0.951515645
>ASV_2082;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-6;Dino-Group-II-Clade-6_X;Dino-Group-II-Clade-6_X_sp.;0.945836628
>ASV_2083;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999999998
>ASV_2084;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Crustomastigaceae;Crustomastix;Crustomastix_didyma;0.870672607
>ASV_2085;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.891130234
>ASV_2086;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-16;Dino-Group-II-Clade-16_X;Dino-Group-II-Clade-16_X_sp.;0.999962795
>ASV_2087;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Chaetoceros;Chaetoceros_peruvianus;0.723320689
>ASV_2088;Eukaryota;;;;;;;;1
>ASV_2089;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Thalassiosira;Thalassiosira_angulata;0.740659203
>ASV_2090;Eukaryota;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida_X;Bigelowiella;;0.730623946
>ASV_2091;Eukaryota;Alveolata;Ciliophora;Spirotrichea;;;;;0.999999744
>ASV_2092;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.997296751
>ASV_2093;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-3;Dino-Group-II-Clade-3_X;Dino-Group-II-Clade-3_X_sp.;0.997923997
>ASV_2094;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Filosa-Thecofilosea_X;Mataza-lineage;Mataza;Mataza_hastifera;0.997686669
>ASV_2095;Eukaryota;Rhizaria;Cercozoa;Filosa;Filosa_X;Filosa_XX;Discomonas;Discomonas_retusa;0.744377706
>ASV_2096;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-12;Dino-Group-II-Clade-12_X;Dino-Group-II-Clade-12_X_sp.;0.945849313
>ASV_2097;Eukaryota;Stramenopiles;Ochrophyta;Bolidophyceae;Parmales;Parmales_X;Parmales_XX;Parmales_XX_sp.;0.959707077
>ASV_2098;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999999972
>ASV_2099;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1_X;Dino-Group-I-Clade-1_X_sp.;0.999998936
>ASV_2100;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.99992794
>ASV_2101;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1_X;Dino-Group-I-Clade-1_X_sp.;0.999943866
>ASV_2102;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999999891
>ASV_2103;Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagophyceae_X;Pelagophyceae_XX;Pelagophyceae_XXX;Pelagophyceae_XXX_sp.;0.999997896
>ASV_2104;Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadales;Pyramimonadales_X;Pyramimonadales_XX;Pyramimonas;Pyramimonas_australis;0.919330912
>ASV_2105;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Pseudocolliniidae;;;0.78132441
>ASV_2106;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiophyceae_X;Prymnesiophyceae_XX;Prymnesiophyceae_XXX;Prymnesiophyceae_XXX_sp.;0.996915864
>ASV_2107;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.99999858
>ASV_2108;Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptophyceae_X;Cryptophyceae_XX;Cryptophyceae_XXX;Cryptophyceae_XXX_sp.;0.999948229
>ASV_2109;Eukaryota;Rhizaria;Radiolaria;RAD-B;RAD-B_X;RAD-B-Group-IV;Spumellarian;Spumellarian_radiolarian;0.995560452
>ASV_2110;Eukaryota;Stramenopiles;;;;;;;0.979128735
>ASV_2111;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.922586282
>ASV_2112;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-6;Dino-Group-II-Clade-6_X;Dino-Group-II-Clade-6_X_sp.;0.999815447
>ASV_2113;Eukaryota;Stramenopiles;;;;;;;0.908261114
>ASV_2114;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;;;;0.98759197
>ASV_2115;Eukaryota;;;;;;;;1
>ASV_2116;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiales_X;Suessiales_XX;Suessiales_XX_sp.;0.983398946
>ASV_2117;Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadales;Pyramimonadales_X;Pyramimonadales_XX;Pterosperma;Pterosperma_sp.;0.854401336
>ASV_2118;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytriales;Thraustochytriaceae;Thraustochytriaceae_X;Thraustochytriaceae_X_sp.;0.998243674
>ASV_2119;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;;;;;0.717131861
>ASV_2120;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999999818
>ASV_2121;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;Stylocephalidae;;;0.700536348
>ASV_2122;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;;;0.999997151
>ASV_2123;Eukaryota;;;;;;;;1
>ASV_2124;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Abeoformidae_Group_MAIP_2;Abeoformidae_Group_MAIP_2_X;Abeoformidae_Group_MAIP_2_X_sp.;0.999973407
>ASV_2125;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum_sp.;0.706955447
>ASV_2126;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiales_X;Suessiales_XX;Suessiales_XX_sp.;0.827532553
>ASV_2127;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Chytriodiniaceae;Dissodinium;Dissodinium_pseudolunula;0.976757962
>ASV_2128;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-17;Dino-Group-II-Clade-17_X;Dino-Group-II-Clade-17_X_sp.;1
>ASV_2129;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Temora;Temora_turbinata;0.986414958
>ASV_2130;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;;;;;0.725406867
>ASV_2131;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-5;Dino-Group-I-Clade-5_X;Dino-Group-I-Clade-5_X_sp.;0.96956913
>ASV_2132;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae;Strobilidiidae_X;Strobilidiidae_X_sp.;0.999978986
>ASV_2133;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.998366439
>ASV_2134;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-14;Dino-Group-II-Clade-14_X;Dino-Group-II-Clade-14_X_sp.;1
>ASV_2135;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Eucampia;Eucampia_groenlandica;0.726923991
>ASV_2136;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-6;Dino-Group-II-Clade-6_X;Dino-Group-II-Clade-6_X_sp.;0.996874278
>ASV_2137;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Dino-Group-I-Clade-4_X;Dino-Group-I-Clade-4_X_sp.;0.854286981
>ASV_2138;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.819696942
>ASV_2139;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999999949
>ASV_2140;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;;;;;0.999990722
>ASV_2141;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-27;Dino-Group-II-Clade-27_X;Dino-Group-II-Clade-27_X_sp.;0.999976224
>ASV_2142;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-13;Dino-Group-II-Clade-13_X;Dino-Group-II-Clade-13_X_sp.;0.783563823
>ASV_2143;Eukaryota;Stramenopiles;;;;;;;0.802137972
>ASV_2144;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-14;Dino-Group-II-Clade-14_X;Dino-Group-II-Clade-14_X_sp.;0.848819269
>ASV_2145;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.989936421
>ASV_2146;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999960942
>ASV_2147;Eukaryota;;;;;;;;1
>ASV_2148;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Filosa-Imbricatea_X;Novel-clade-2;Novel-clade-2_X;Novel-clade-2_X_sp.;0.969768033
>ASV_2149;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.987851094
>ASV_2150;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Radial-centric-basal-Coscinodiscophyceae;Leptocylindrus;Leptocylindrus_minimus;0.999998782
>ASV_2151;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;;;;0.999962632
>ASV_2152;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa;Protaspa_grandis;0.979951668
>ASV_2153;Eukaryota;Rhizaria;Cercozoa;Filosa-Granofilosea;Filosa-Granofilosea_X;Novel-Gran-5;Novel-Gran-5_X;Novel-Gran-5_X_sp.;0.888720034
>ASV_2154;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Radial-centric-basal-Coscinodiscophyceae;Leptocylindrus;Leptocylindrus_minimus;0.999931335
>ASV_2155;Eukaryota;Rhizaria;Cercozoa;;;;;;0.960149584
>ASV_2156;Eukaryota;;;;;;;;1
>ASV_2157;Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagophyceae_X;Pelagophyceae_XX;Pelagophyceae_XXX;Pelagophyceae_XXX_sp.;0.969684304
>ASV_2158;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa;;0.999994619
>ASV_2159;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;;;;0.936181791
>ASV_2160;Eukaryota;Stramenopiles;Ochrophyta;;;;;;0.89988552
>ASV_2161;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.912217438
>ASV_2162;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.972529605
>ASV_2163;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Chaetoceros;Chaetoceros_lorenzianus_2;0.991243871
>ASV_2164;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastix;Dolichomastix_tenuilepis;0.993751623
>ASV_2165;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1_X;Dino-Group-I-Clade-1_X_sp.;0.980996554
>ASV_2166;Eukaryota;Opisthokonta;Metazoa;Ctenophora;Ctenophora_X;Ctenophora_XX;Beroe;;0.815730684
>ASV_2167;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;;;0.777355374
>ASV_2168;Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3J;MAST-3J_X;MAST-3J_XX;MAST-3J_XX_sp.;1
>ASV_2169;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;;;;0.999999898
>ASV_2170;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;;;;0.898721818
>ASV_2171;Eukaryota;Stramenopiles;Opalozoa;MAST-12;MAST-12B;MAST-12B_X;MAST-12B_XX;MAST-12B_XX_sp.;0.999997564
>ASV_2172;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Asterophlyctis;Asterophlyctis_sarcoptoides;0.734005307
>ASV_2173;Eukaryota;;;;;;;;1
>ASV_2174;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;;0.970872446
>ASV_2175;Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Pedinellales;;;0.999807248
>ASV_2176;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;;;0.990270816
>ASV_2177;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.973616978
>ASV_2178;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;;0.995640438
>ASV_2179;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.943180377
>ASV_2180;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.810151349
>ASV_2181;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-3;Dino-Group-II-Clade-3_X;Dino-Group-II-Clade-3_X_sp.;0.920354892
>ASV_2182;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.993201779
>ASV_2183;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.997338819
>ASV_2184;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-6;Dino-Group-II-Clade-6_X;Dino-Group-II-Clade-6_X_sp.;0.999011277
>ASV_2185;Eukaryota;Stramenopiles;Ochrophyta;;;;;;0.886548521
>ASV_2186;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-1;Dino-Group-I-Clade-1_X;Dino-Group-I-Clade-1_X_sp.;0.999983638
>ASV_2187;Eukaryota;Hacrobia;Haptophyta;Haptophyta_Clade_HAP3;Haptophyta_Clade_HAP3_X;Haptophyta_Clade_HAP3_XX;Haptophyta_Clade_HAP3_XXX;Haptophyta_Clade_HAP3_XXX_sp.;0.99999887
>ASV_2188;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Pectinoida;;;0.999430856
>ASV_2189;Eukaryota;Rhizaria;Radiolaria;Acantharea;;;;;0.973282786
>ASV_2190;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;0.709923823
>ASV_2191;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota_X;Peronosporales;;;0.914405202
>ASV_2192;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;;0.942418305
>ASV_2193;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-C;Dinobryon;Dinobryon_faculiferum;0.998829069
>ASV_2194;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-14;Dino-Group-II-Clade-14_X;Dino-Group-II-Clade-14_X_sp.;1
>ASV_2195;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999999993
>ASV_2196;Eukaryota;;;;;;;;1
>ASV_2197;Eukaryota;Stramenopiles;Ochrophyta;MOCH-2;MOCH-2_X;MOCH-2_XX;MOCH-2_XXX;MOCH-2_XXX_sp.;1
>ASV_2198;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;0.868840005
>ASV_2199;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-4;Amoebophrya;Amoebophrya_ceratii;0.991989478
>ASV_2200;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.995522971
>ASV_2201;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiaceae;;;0.756387656
>ASV_2202;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Filosa-Imbricatea_X;Novel-clade-2;Novel-clade-2_X;Novel-clade-2_X_sp.;0.999981305
>ASV_2203;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.99999976
>ASV_2204;Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagophyceae_X;Pelagophyceae_XX;Pelagophyceae_XXX;Pelagophyceae_XXX_sp.;0.982778819
>ASV_2205;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade_C;Ochromonas;Ochromonas_distigma;0.989789147
>ASV_2206;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida;Mytilus;;0.956077945
>ASV_2207;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Opalinopsidae;Chromidina;Chromidina_sp.;0.994370952
>ASV_2208;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-39;Dino-Group-II-Clade-39_X;Dino-Group-II-Clade-39_X_sp.;0.999988468
>ASV_2209;Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-2;Telonema-Group-2;Telonema_antarcticum;0.986446651
>ASV_2210;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;1
